"lat","lng","name","url","descr","access","waves","wind","positives","negatives","level","bottom"
"43.777","-1.42082","Soustons","/surf-info/soustons-s1081.html","Spot tranquille avec parking derière la dune. Petite marche de 5 min avant d'arriver en haut. Bonne vue sur la forêt landaise en haut. Multiples pics gauche-droite tout le long de la plage.","Sortie Soustons de la N10, direction Soustons Plage","E","ONO","- Possibilité d'être complètement seul","- Courant fort","Tous niveaux","Sand"
"46.6891","-1.94176","Saint Gilles Croix De Vie","/surf-info/saint-gilles-croix-vie-s1082.html","La Vendée abrite une mine de spots entre Les Sables d'Olonne et St-Gilles Croix de Vie. Le remblai de la plage de St-Gilles est l'un des grands carrefours de ce surf Vendéen. On surf ici toute l'année, à toutes les marées mais les conditions ne sont pas pour autant tout le temps présentes. Il faut se méfier du courant qui peut rapidement vous faire dériver. Le meilleur moment pour surfer est à marée montante. ","De la Roche-sur-Yon, prendre la D948 en direction de Aizenay puis la D6 vers St-Gilles-Croix-de-Vie. Arrivé au niveau du port, prendre direction la Grande Plage (le remblai) et longer jusqu'à trouver de la place.","ENE","ONO","- Bon spot pour débuter, - Considéré comme un spot de repli","- Le courant vous fait dériver rapidement , - Le backwash ","Tous niveaux","Sand"
"43.9522","-1.36721","Saint Girons","/surf-info/saint-girons-s1083.html","Saint Girons Plage est une petite ville balnéaire très familiale. Pas la peine de chercher du gros surf ici, en revanche c'est parfait pour les débutants","Suivre la direction de Vielle Saint-Girons puis Saint-Girons Plage.","E","O","- Spot pour débutants","- Inconsistant","Tous niveaux","Sand"
"43.6472","7.20897","Saint Laurent Du Var","/surf-info/saint-laurent-var-s1084.html","Spot d'estuaire avec courants assez forts, vagues sympas quand ça marche mais eau boueuse et froide parfois due au Var.","Plage de St Laurent du Var à l'embouchure du Var.","SE","S","- Spot assez consistant","- Pollution, - Courant","Tous niveaux","Sand"
"48.8219","-3.3548","Trestel, Trevou Treguignec","/surf-info/trestel-trevou-treguignec-s1085.html","Surplombée par une falaise à l'ouest, la plage de Trestel s'étend sur environ un kilomètre de sable fin. ","En provenance de RENNES :  direction BREST/ST-BRIEUC (N12/E50). Après GUINGAMP, prendre la sortie LANNION. A LANNION, prendre la directionPERROS-GUIREC, tourner à droite au 3ème rond-point direction LOUANNEC/TRELEVERN/TREVOU, puis tourner au feu à gauche.","OSO","N","- Bon pour les débutants","- Manque de puissance, - Rochers aux extrémités de la plage","Tous niveaux","Sand"
"49.36","0.06475","Deauville","/surf-info/deauville-s1127.html","A l'est de l'estuaire de la Touques, se retrouvent les surfeurs du coin sur un spot appelé « Le Phare ». Exposés N-O, ces bancs de sable offrent pas mal d'espace mais une longue marche sur le sable et de la rame pour rejoindre le line-up car le profil de plage est quasi-plat. L'autre option consiste à attendre la marée haute pour surfer l'Aquarium, qui casse près du bord, avec un peu plus de puissance mais moins de fréquence.","Parking près du Casino, traverser la Promenade des Planches.","ONO","NO","- Petites vagues sympas","- Peu de puissance","Tous niveaux","Sand"
"43.3849","-1.75287","Vanthrax, Hendaye","/surf-info/vanthrax-hendaye-s1087.html","Spot de gros du Pays Basque révélé au grand public il y a peu qui est en fait une vague qui éclate à plusieurs mètres du bord sur un haut fond rocheux. Cette vague fonctionne occasionnellement dans l'année et est prisée des surfeurs et bodyboardeurs (surtout locaux).","A63 sortie Hendaye puis se diriger à l'est de la baie, vanthrax se trouve quelque part sur la pointe rocheuse","SE","NNO","- Pour les meilleurs, ils se régaleront","- Attention !!! Réservé aux pros ! Extrêmement dangereux par la taille de la vague et le reef.","Pro","Reef"
"45.88","-1.27","Vert Bois, Le Grand Village Plage","/surf-info/vert-bois-grand-village-plage-s1088.html","C'est entre Vert-Bois au nord et St-Trojan qu'on surfe le plus souvent sur l'île d'Oléron. Vert-Bois capte un peu moins la houle qu'au sud mais en hiver c'est un avantage quand les houles sont fréquentes et que, vu le profil plat des plages, celles de plus de 2-3m viennent heurter le fond très tôt et commencent à déferler à plusieurs centaines de mètres du bord.","Emprunter le pont d'Oléron pour accéder à l'Ile (gratuit) et suivre ""Grand Village Plage"" puis Vert Bois.","ENE","NO","- Bon spot pour débuter, - Spot de repli","- Manque de puissance parfois","Tous niveaux","Sand / Reef"
"49.8566","0.600858","Veulettes","/surf-info/veulettes-s1089.html","","","","","","","",""
"43.7908","-1.41651","Vieux Boucau","/surf-info/vieux-boucau-s1090.html","Le banc de sable de la Grande Plage offre souvent de très bonnes conditions. Bien connu des surfeurs locaux avec pas mal de monde pour prendre les bonnes vagues, souvent à marée haute. Le spot de la Sud propose de bonnes gauches tubulaires et, même si elles ferment régulièrement, les droites peuvent parfois être de bonne qualité. Attention aux baïnes du nord des Sablères, elles ne sont pas en reste. ","En provenance de Soustons, prendre la D652 jusqu'à Vieux Boucaux puis traverser la ville pour atteindre les plages, très accessibles. ","ENE","NO","- Un spot landais typique, - Fonctionne régulièrement","- Baïnes très dangereuses, - Beaucoup de monde en été, - Courants forts","Tous niveaux","Sand"
"43.3272","5.0588","La Couronne, Sausset","/surf-info/la-couronne-sausset-s1035.html","Spot de surf de la région connu pour tenir des houles allant jusqu'à 2m50. Gauche qui fonctionne par houle de Sud-Est avec un take-off très puissant suivi d'une section tubulaire face à la falaise.","Suivre ""Carro - la Couronne"" puis ""Cap Couronne"".","NNO","SO","- Puissance de la vague","- Rochers sur les bords","Tous niveaux","Sand"
"46.4915","-1.78314","Sables D'olonne","/surf-info/sables-olonne-s1092.html","La baie des Sables d'Olonne offre un bon spot vendéen de repli de la grande cale à la petite cale et depuis quelques années, délivre même de très belles conditions de surf. C'est un spot relativement facile. Attention aux baigneurs pendant la saison estivale!","Depuis la Roche-sur-Yon, prendre la voie rapide direction les Sables d'Olonnes. Le spot est facile d'accès, moins en été de par le monde. ","N","N","- Bon spot quand quand les conditions sont trop importantes sur les autres, - De bonnes sessions en hiver , - Accès très facile ","- Du monde quand ça marche, - Zones de baignades et beaucoup de touristes l'été, - Parking très vite saturé l'été, - Du courants","Tous niveaux","Sand / Reef"
"45.9131","-1.33193","Oléron","/surf-info/oleron-s1094.html","C'est entre Vert-Bois au nord et St-Trojan qu'on surfe le plus souvent sur l'île d'Oléron. Vert-Bois capte un peu moins la houle qu'au sud mais en hiver c'est un avantage quand les houles sont fréquentes. Et vu le profil plat des plages, les houles de plus de 2-3m viennent heurter le fond très tôt et commencent à déferler à plusieurs centaines de mètres du bord.","Emprunter le pont d'Oléron pour accéder à l'Ile (gratuit). Emprunter ensuite la D126 qui longe la côte sud pour arriver au spot.","ENE","NO","- Bons spots pour débuter","- Manque de puissance, - Fréquentation importante l'été","Tous niveaux","Sand / Reef"
"46.3867","-1.49483","Longeville Sur Mer","/surf-info/longeville-mer-s1095.html","A longeville, on trouve le spot de Bud Bud, peut-être le plus beau spot du département. Probablement parce qu?on y trouve des vagues qui peuvent tuber comme un bon beach break Landais. On s?y croirait : une immense forêt de pins maritimes, des dunes de sable et une plage rectiligne à perte de vue.","A 5km de Longeville au sud, à l'entrée du village des Conches.","ENE","NO","- Très bon beach break, - La bonne ambiance sur le spot","- Le monde en été , - Baigneurs","Tous niveaux","Sand"
"43.6692","-1.4433","La Nord, Hossegor","/surf-info/la-nord-hossegor-s68.html","Hossegor est devenu au fil des ans l'emblème du surf français, une marque mondiale connue sous toutes les latitudes comme « le meilleur beachbreak » avec ses vagues rondes, puissantes qui cassent en shorebreak, comme aux Culs-Nuls et à La Gravière. Lors des grosses et longues houles assez fréquentes en Baie de Biscaye, il est rare de trouver un banc de sable qui ne ferme pas alors les regards convergent vers La Nord, comme son nom l'indique, au nord de la centrale d'Hossegor.","Suivre Hossegor qui est bien indiqué. Une fois passé le pont du Canal du Lac d'Hossegor, il faut se diriger vers la Centrale. La Nord se situe forcément au nord de la Centrale à quelques centaines de mètres.","E","NO","- Le meilleur beachbreak d'Europe (du monde ?), - Fonctionne régulièrement, - Des vagues qui creusent ","- Vagues puissantes donc dangereuses, - Fréquentation importante lorsque ça marche, - Pas accessible à tous niveaux","Expérimenté","Sand"
"43.1752","5.69081","Les Lecques","/surf-info/les-lecques-s1098.html","La plage des Lecques de Saint Cyr sur Mer est la plus grande plage de la station balnéaire (1.4 km de long). Elle s?étend du port de St-Cyr au port de la Madrague dans une agréable baie face à La Ciotat.On trouve plusieurs postes de secours sur cette plage ouvert en été.Reporteur Surf-Report : Coco Hydro Sport ","Autoroute A52 Sortie 10 puis suivre panneaux ""La Plage""Accessible par la national depuis la Ciotat et Bambol","N","S","Facilité d'accès, Accessible à tous niveaux","Rapidement envahi lors de conditions (même l'hiver)Sature à 2m","Débutant / Intermédiaire","Sand"
"43.6411","-1.44662","La Piste, Capbreton","/surf-info/la-piste-capbreton-s1196.html","Capbreton affiche un front de mer pittoresque avec ses restaurants de fruits de mer, son Casino, la digue de l'Estacade, de jolies villas et une série de plages entrecoupées de digues qui filtrent la houle. C'est donc devenu un spot de repli quand c'est insurfable au nord. Autant dire que c'est systématiquement la foule quand c'est le seul spot qui fonctionne. Une belle droite peut défiler parfois le long de l'épi rocheux. ","Par l'A63, prendre la sortie 8 Capbreton-Hossegor puis traverser la ville pour arriver directement au niveau du CERS (centre de rééducation de sportifs).","E","NO","- Spot de repli, - Pour tous les niveaux, - Bonne ambiance à l'eau","- Fréquentation, - Rochers (digues)","Tous niveaux","Sand"
"43.5592","-1.49913","Le Métro, Tarnos","/surf-info/le-metro-tarnos-s1201.html","","","","","","","",""
"48.6367","-2.11967","Saint Lunaire","/surf-info/saint-lunaire-s1096.html","Comme pas mal de spots dans la baie du Mont SAint Michel, une grande marée est un plus pour des bonnes conditions. Les périodes les plus longues sont aux alentours de 10 secondes donc ne vous attendez pas à avoir plus. Le must c'est souvent avant ou après une tempête et n'ayez pas peur du vent onshore. Reporteur Surf-Report : Misitc Surfboard ","Dans le centre de Saint-Lunaire direction Saint-Briac","N","ONO","vagues tous niveaux ","Ne fonctionne pas a marré basse","Tous niveaux","Sand"
"43.3282","5.0383","Carro, Martigues","/surf-info/carro-martigues-s1097.html","Carro est un spot situé en Méditerranée. De part sa position géographique qui en fait un cap, il reçoit toutes les houles et tous les vents ce qui lui permet de fonctionner plus souvent que d'autres spots dans la même région. Reporter Surf-Report : Association Rêves Martigue","Quitter la A55 puis emprunter la départementale 9 et traverser tout le village pour arriver sur le spot.","N","N","Spot recevant toutes les houles et tous les vents donc marche souvent.","- Faire attention au courant , - Spot exposé au vent, - Vent de sud détériorant la qualité des vagues","Intermédiaire/Expérimenté","Reef"
"48.6906","-4.08499","La Mauvaise Grève","/surf-info/la-mauvaise-greve-s1138.html","Spot exposé plein ouest, idéal pour le longboard ","Sortie voie express Landivisiau ou morlaix, Direction Roscoff puis direction ""LE DOSSEN"" juste avant Santec évitez de passer dans le bourg de Santec, vous allez vous perdre. ","E","O","Spot sécurisant sans courant Le Paradis du Longboard ","Plutôt compliqué pour le bodyboard et le Shortboard ","Tous niveaux","Sand"
"50.4092","1.55823","Berck Sur Mer","/surf-info/berck-mer-s1113.html","","","","","","","",""
"50.9626","1.82252","Calais","/surf-info/calais-s1106.html","","","","","","","",""
"51.0655","2.43707","Dunkerque","/surf-info/dunkerque-s1105.html","","","N","N","","","Tous niveaux","Sand"
"50.8884","1.65789","Wissant","/surf-info/wissant-s1107.html","Avec une belle plage de sable s'étalant sur plus de 20 kms, c'est le spot idéal des kitesurfeurs et autres windsurfeur. Cependant, il reste accessible aux surfeurs à condition de bien checker la météo avant de se jeter à l'eau. Les vagues y sont assez molles, il est donc plus intéressant de surfer à marée basse où celles-ci seront plus creuses. ","A16 sortie Wissant entre Boulogne et Calais. Ensuite 10 minutes suffisent pour rejoindre la plage. ","N","N","- Mise à l'eau et sortie de l'eau facilitées par une plage avec une pente douce, - Vagues présentes assez régulièrement,  ","- Courant important et vent fréquent, - Fréquentation importante, notamment de kitesurfeurs et windsurfeurs , - Mer loin à marée basse ,  ","Débutant","Sand"
"50.8711","1.579","Cap Gris Nez","/surf-info/cap-gris-nez-s1108.html","Peut être l'un des meilleurs spot de surf du Nord de la France vous diront certains. Exposée Nord, la plage de la Sirène permet d'être protégé du vent et il n'est pas rare de surfer avec de belles conditions (1m50, vent offshore). Cependant, soyez attentifs à la marée. Lorsqu'elle est haute, les falaises sont proches et avec les courants relativement forts, il faut être prudent de ne pas se faire emporter près des blocs. En cas de plus petites conditions et surtout de vents plus faibles, les plages juste à coté sont également des spots où ça rentre. ","De Calais, suivre la D940 en direction de Boulogne. Puis bifurquer sur la D191 au niveau de la ville d'Audighen (sur 5 min). ","N","N","- Spot abrité du vent et des grossses conditions (plage de la Sirène), spot de repli, - En cas de plus faibles conditions, les spots à coté fonctionnent ","- Barres rocheuses proches par marée haute, - Courant important et vent fréquent ","Expérimenté","Sand"
"50.7869","1.60504","La Pointe Aux Oies","/surf-info/la-pointe-aux-oies-s1117.html","Situé à une vingtaine de kilomètres de Wissant, au Sud, Wimereux n'échape pas à la règle et est donc très prisé des kitesurfeurs et windsurfeurs. Très dur d'y surfer à marée haute puisque les vagues viennent parfois s'éclater sur la digue. Il est préférable d'y surfer à mi-marée pour que le banc de sable fasse sont effet. ","Depuis Paris, prendre la sortie 32 sur l'A16.","N","N","- Spot de repli proche en cas de trop grosses conditions, - Facile d'accès","- Fréquentation , - Très dur de surfer à marée haute, - Vent fort et fréquent","Tous niveaux","Sand"
"43.5144","-1.53291","Plage de l'océan, Anglet","/surf-info/plage-ocean-anglet-s102794.html","","","N","N","","","Tous niveaux","Sand"
"35.47","-6.04","Asilah","/surf-info/asilah-s2693.html","Paradise Beach est un spot de surf sur la longue plage d'Asilah. Beachbreak consistant qui marche à toutes les marées et à peu près toute l'année, avec des peaks en gauche et en droite. Le spot capte bien la houle et est assez connu à Asilah donc il y a pas mal de monde mais comme la plage est grande, ça ne dérange pas trop. On peut s'y initier au « Morrocan Sunscream », qui consiste à s'enduire sur le corps de l’argile se trouvant dans les grottes, dans les failles de la falaise, se créant ainsi une barrière contre le soleil.","A 46 km au sud de Tanger se trouve la ville d'Asilah. Le spot se situe à 10 mn au sud de la ville.","E","NO","ParkingLongue plage qui ne sature pas si beaucoup de monde","","Tous niveaux","Sand"
"34.21","-6.7","Kenitra Mehdia","/surf-info/kenitra-mehdia-s2695.html","Mehdia est connue pour avoir été le ""berceau"" du surf au Maroc. Le spot principal offre une vague lourde et creuse, mais si c'est trop gros, il existe à différents endroits de la plage une très bonne qualité de vague tout au long de l?année surfable pour tous les niveaux.","Vers Kenitra, à 30 km de Rabat par la nationale, à 40 km par l?autoroute","E","O","Plusieurs spots tout au long de la plageParkingRestauration","Mer assez dangeureuseRochersPollution","Tous niveaux","Sand / Reef"
"33.8302","-7.1274","Oued Charat","/surf-info/oued-charat-s2698.html","Spot se situant entre Rabat et Mohammédia. Beach et reef break, il permet un surf uniforme, avec gauches et droites, et peut travailler à tout moment de l'année. Bon surf à tous les stades de la marée. Souvent bondé. Les rochers sont dangeureux.","A 6 km au nord de Bouznika plage en direction de Rabat sur la route cotière. Prendre le chemin de terre le long de la rivière Cherrat.","E","NO","Parking en face du spotGrande et belle plageEcole de surf en face du spot","Rochers plats un peu partoutRisque de fort courantHaute fréquentation les week end","Tous niveaux","Sand / Reef"
"33.8255","-7.15069","La Crique","/surf-info/la-crique-s2699.html","pointe break  vague longue entre 50m et 150m qui déferle en droite ","autoroute et côtière sortie bouznika","N","NW","","","Intermédiaire","Reef"
"33.8111","-7.18056","Dahomey","/surf-info/dahomey-s2700.html","Belle plage avec une bonne ambiance et de belles vagues. La houle est au rendez-vous. A marée basse au niveau des rochers à droite du spot, des grottes sont accessibles. Shore Break.","A la sortie de Mohammedia, prendre la côtière en direction de Bouznika et rester sur la route jusqu'à ce que vous soyez à environ 1 à 1,5 kilomètres de la jonction BouzBay et Bouznika. Là vous verrez un panneau en direction d'un chemin de poussière. Emprunter le chemin et se diriger vers les bungalows un peu plus loin. Se garer et descendre à la plage.","NE","NO","Parking","RochersFort courantHaute fréquentation en saison","Tous niveaux","Sand / Reef"
"33.7191","-7.34557","Sablette","/surf-info/sablette-s2701.html","Belle et grande plage à Mohammédia avec Récif et Point Break qui offre des vagues (gauches et droites) à peu près toute l'année. L'hiver est le meilleur moment de l'année pour surfer ici.","A Mohammédia, allez sur la cotière en direction de Rabat, se trouve avant le Pont Blondin","SE","NO","ParkingRésidences en face de la plageSurf Club","Rochers à marée basse pour surfer la gaucheHaute fréquentation en été","Tous niveaux","Sand / Reef"
"33.7137","-7.35693","Monica","/surf-info/monica-s2702.html","Beau spot avec une belle plage en face d'un quartier résidentiel avec villas. Possibilités de stationnement à l'intérieur de la résidence. Long et grand shore break. Bonne ambiance à l'eau. Gauche et droite avec de jolis tubes. La houle varie beaucoup selon les saisons.","Par la côtière en entrant a Mohammédia vers les plages à l'est direction Rabat","","","Marche assez souventTube","CorailRochers coupantsShore Break","Expérimenté","Reef"
"33.6019","-7.66436","Pepsi","/surf-info/pepsi-s2704.html","Pepsi se trouve devant le centre commercial Anfa Place à Casablanca, en face de la corniche de Ain Diab. Très belle et grande plage avec de belles terrasses, clubs, restaurants et hôtels donnant sur le spot. Pepsi est un très ancien spot où des surfeurs de renom ont fait leur début de carrière.Cette année 2015, les meilleurs surfeurs du monde y seront réunis, sur la plage Lalla Meriem. La World Surf League a choisi ce spot pour y organiser le Quiksilver Pro, une étape du circuit qualificatif (WQS), du 8 au 12 septembre. Le spot acceuillera également l'EuroSurf la semaine suivante. Un rendez-vous à ne pas manquer !","Corniche de Casablanca, en face de Anfaplace Mall","S","N","Spot en pleine milieu de la ville, tout est à proximité","CourantRochers","Intermédiaire/Expérimenté","Sand / Reef"
"33.53","-7.83","Jack Beach","/surf-info/jack-beach-s2707.html","Jack Beach est un long beach break avec plusieurs pics tout au long de la plage. Des compétitions y sont souvent organisées.","Depuis Casablanca suivre la direction d'El Jadida. A 12km prendre sur la droite direction Dar Bouazza par route cotière sur 5 km. Après 3 virages vous arrivez sur une longue plage bordée par la route et des villas","S","N","Accès facile et parkingVillas à louer en face du spotSpot de repli","Sortie sur les rochers à marée haute.Haute fréquentation en week-end","Tous niveaux","Sand / Reef"
"32.74","-9.04","Oualidia Lagune","/surf-info/oualidia-lagune-s2708.html","Cet ancien village de pêcheur possède d'une part un superbe beach et reef break avec des gauches et des droites et une merveilleuse lagune. On le surnome ""la perle bleue du Maroc"". C'est une plage de sable blond et fin protégé par une baie de rocher et qui se prolonge ensuite en lagune.","A 75 km au sud d'El Jadida sur la côte en direction de Safi","SE","NO","ParkingHotels et bungalowsDégustation de fruits de mer, crustacés et poissons","Rochers et fort courantHaute fréquentation en saison","Tous niveaux","Sand / Reef"
"31.35","-9.8","Sidi Kaouki","/surf-info/sidi-kaouki-s2711.html","Sidi Kaouki au Maroc Central est un beach break assez fiable pour un surf à peu près toute l'année. La qualité des vagues n'est pas affectée par la marée. Le spot offre gauches et droites. Attention aux puissants rouleaux de type shore break, cassant rapidement et aux courants forts. Méfiez vous des roches également.","27 km au sud d’Essaouira par la route d’Agadir","S","NO","Navette entre Essaouira et Sidi KaoukiHotelPeu fréquenté","CourantRoches","Intermédiaire","Sand / Reef"
"30.84","-9.81","Imessouane","/surf-info/imessouane-s2714.html","Superbe plage, calme et enclavé avec une belle et longue droite. Spots de surf au sein d'un petit village de pêcheurs. Très bonnes conditions de surf. Endroit très fréquenté en été.","A 85 km d'Agadir et d'Essaouira sur la côte. Besoin de voiture pour accéder au spot.","N","O","Mise a l'eau depuis la plageParkingHotels donnant sur la plageSpot de repli en cas de forte houleSurf Club","Fort courantHaute fréquentation en été","Tous niveaux","Sand / Reef"
"30.78","-9.83","Tamri","/surf-info/tamri-s2715.html","Grand et très beau spot sauvage exposé au swell. Spot au nord d'Agadir qui capte beaucoup plus la houle que les spots au sud. Beach break droite et gauche avec une belle vague.","Depuis Agadir 35 km en allant vers le nord (vers imessouane par route cotière), 8 km après le cap et boiler.","S","NO","Parking avec gardienVillage à 3km","Vents dominants qui peuvent influés sur la houle selon leur orientationCourants","Tous niveaux","Sand"
"30.62","-9.81","Draculas","/surf-info/draculas-s2717.html","Très bon spot pour les professionnels avec une superbe gauche. Attention au take-off au peak en raison du reef. Spot exposé à la houle.","A 10 km de Mohammédia en direction de Rabat par la côtière. Traversée d'un domaine agricole local. 4x4 très conseillé.  Prévoir le paiement de 5 dirhams pour passer le domaine.","S","O","Marche souvent tout au long de l'année","Rochers","Expérimenté","Reef"
"30.55","-9.7375","Killer Point","/surf-info/killer-point-s2718.html","Ce Spot de Taghazout, un village de pêcheur, offre une des plus fameuses vagues du maroc, de longues et puissantes droites (jusqu'à 200m de long et 5m de haut) et d’excellents beach breaks. De belles sections tube. Attention néanmoins au reef au take-off.","Au nord d'Agadir, sur la route d'Essaouira","S","O","Le Resort offre des appartements avec terrasse vue sur mer. L'équipe de Killer Point peut s'occuper de tout (transfert aéroport, visites guidées des souks, cours de surf, fuide des spots aloentours ...).Parking le long de la nationale.","RécifMise à l'eau difficileDangereux à marée haute à cause des falaises en face du spot","Expérimenté","Sand / Reef"
"30.55","-9.733","La Source","/surf-info/la-source-s2719.html","Bon spot de surf avec une belle gauche. Possible de surfer la droite également. La houle varie beaucoup selon les saisons. Attention au reef.","L'accès au spot se fait par la route, la Source se situe à quelques centaines de mètres au nord du village de Taghazout. On aperçoit le spot depuis la route, sur la gauche.","E","NO","Parking","Dalles rocheuses à marée basseCourant","Expérimenté","Reef"
"30.544","-9.71","Hash Point","/surf-info/hash-point-s2722.html","Point break qui offre des vagues rapides et qui cassent sur la plage. De belles droites idéales pour uns surf de niveau intermédiaire. La côte est protégée par le Cap Ghir et jouit de conditions d'ensoleillement exceptionnelles.","Au nord de Taghazout, sur la route d'Essaouira","NE","NO","ParkingCafés et Restaurants donnant sur le spot","Rochers","Tous niveaux","Sand / Reef"
"30.53","-9.69","Banana Village","/surf-info/banana-village-s2724.html","Spot en face d'une petite falaise avec une grosse droite prisée des longboard. Quelques rochers mùais spot sans danger avec son joli fond sablonneux.On cultive la banane pas loin, c'est de là que ce spot tire son nom.","C'est à 15 km en partant d'Agadir sur la route N1, la route du littoral, en direction d'Essaouira","E","O","Parking","Embouchure rivière (risque de pollution en cas de fortes pluies)Quelques rochers","Tous niveaux","Sand"
"30.508","-9.68","Crocodile","/surf-info/crocodile-s2725.html","Grande plage et bon spot de repli. Ony trouve une droite et gauche sur ce spot en face de la plage.","Route d'Essaouira, km 14 | Tamraght- Aourir, Agadir","E","NO","Parking Camping","Petit rochers en plein millieu du spot qui ne se voient pasGrande fréquentation de débutants","Tous niveaux","Sand / Reef"
"30.506","-9.687","Devils Rocks","/surf-info/devils-rocks-s2726.html","Petite crique d'un grand charme avec gauches et droites pour tous les niveaux. Surf à toutes les marées mais sature par grosse houle. Petite falaise à côté offrant un joli panorama sur le spot.","En face du village de Tamraght à 14 km au nord d'Agadir, sur la route du littoral en direction d'Essaouira","E","O","Parking","Embouchure rivière (risque de pollution en cas de fortes pluies)Haute fréquentation","Tous niveaux","Sand"
"30.39","-9.6","Agadir Bay","/surf-info/agadir-bay-s2727.html","A Agadir, très belle et longue plage, bon spot de repli lors des tempêtes. Pour débutants et professionnels selon les conditions de houle.","Par la route., le long du bord de mer d’Agadir avec sa belle promenade aménagée.","E","O","ParkingHotelVille","CourantFonctionne rarement l'été","Tous niveaux","Sand"
"29.37","-10.18","Sidi Ifni","/surf-info/sidi-ifni-s2730.html","Belle et longue plage avec beach et reef break. La vague principale est un mur d'une longue droite se brisant sur les rochers. Deux gauches également sur la plage permettent un surf assez consistant. Plage sauvage avec un paysage imprenable. A proximité des arches naturelles sont impressionnantes.","Entre les villes de Tiznit et de Guelmim, à 160 km au sud d'Agadir.","E","NO","ParkingCamping carPetits restaurants sur la plage","RochersRisque de pollution en cas de crue de la rivière","Tous niveaux","Sand / Reef"
"30.8373","-9.823","Imessouane - Cathedral","/surf-info/imessouane-cathedral-s2745.html","","","E","NW","","","Tous niveaux","Sand"
"47.3262","-3.23828","Belle île, Plage de Donnant","/surf-info/belle-ile-plage-donnant-s102796.html","","","","","","","",""
"30.5838","-9.75871","Paradis Plage","/surf-info/paradis-plage-s102797.html","","","","","","","",""
"43.2879","3.52862","Cap d'Agde","/surf-info/cap-agde-s102798.html","","","","","","","",""
"43.847","-1.39506","Moliets, Plage la centrale","/surf-info/moliets-plage-centrale-s102799.html","","","","","","","",""
"46.7829","-2.07613","Saint Jean de Monts","/surf-info/saint-jean-monts-s102800.html","","","","","","","",""
"43.4105","6.73937","Fréjus","/surf-info/frejus-s102801.html","","","","","","","",""
"47.2055","-2.16111","L'Ermitage","/surf-info/ermitage-s102802.html","","","","","","","",""
"47.2144","-2.16934","Les Rochelets","/surf-info/les-rochelets-s102803.html","","","","","","","",""
"50.0347","1.31036","Criel-sur-Mer","/surf-info/criel-mer-s102804.html","","","","","","","",""
"48.7072","-4.04096","Santec","/surf-info/santec-s102805.html","","","","","","","",""
"50.5755","-4.91695","Polzeath","/surf-info/polzeath-s102806.html","","","","","","","",""
"45.4863","-1.14998","L'Amelie","/surf-info/amelie-s102810.html","","","","","","","",""
"43.4796","-1.56721","Biarritz, Grande Plage","/surf-info/biarritz-grande-plage-s998.html","","","SE","NO","","","Tous niveaux","Sand"
"43.4259","-1.62066","Parlementia, Bidart","/surf-info/parlementia-bidart-s1026.html","","","E","NO","","","Expérimenté","Reef"
"43.4796","-1.56721","Côte Des Basques, Biarritz","/surf-info/cote-basques-biarritz-s1093.html","","","E","O","","","Tous niveaux","Sand"
"43.4262","-1.61126","Avalanche / Les Alcyons, Guethary","/surf-info/avalanche-alcyons-guethary-s1216.html","","","","","","","",""
